TransactionID,AccountID,TransactionDate,TransactionType,TransactionAmount,Country,IsFlagged,AccountBalance,BeneficiaryAccountID,TransactionDescription
5617,3906405,2022-10-19,credit,62614.64628120209,China,Normal,907852.9875912,9009751,Transfer to savings
5618,6866645,2022-03-31,transfer,38718.26268566442,Russia,Normal,759805.8158676595,7233627,ATM withdrawal
5619,9069552,2022-07-12,credit,5628.931723958361,India,Normal,1920.1039257654645,2258250,Online purchase
5620,5569146,2022-12-01,debit,92020.05805070914,Russia,Normal,459480.6337461531,2039909,Loan repayment
5621,3470856,2022-07-13,credit,40501.199056121935,USA,Normal,10769.132239728657,9710143,Payment for services
5622,4139782,2022-07-07,debit,59108.84501012025,China,Normal,280732.9808759768,2128144,Transfer to savings
5623,2650224,2022-10-28,credit,88542.34087233817,China,Normal,435818.8649827623,3399864,ATM withdrawal
5624,2348055,2022-12-01,payment,40221.87813739204,China,Normal,892910.002721014,1368851,Online purchase
5625,6095670,2022-02-09,payment,82067.7973407308,Russia,Normal,654418.8457189117,7486468,Loan repayment
5626,3230653,2022-09-22,transfer,91476.07493804896,Russia,Normal,362548.3170333586,6827692,Payment for services
5627,1584942,2022-05-09,credit,17414.997692500383,India,Normal,490705.8369626757,2160619,Transfer to savings
5628,5563870,2022-07-12,credit,89250.32107573086,Brazil,Normal,817407.7496481143,1860191,ATM withdrawal
5629,2420654,2022-04-25,credit,11992.046346170751,China,Normal,299725.6335538018,1505113,Online purchase
5630,9355425,2022-09-22,transfer,27519.989663839508,Brazil,Normal,615073.2719911196,9263485,Loan repayment
5631,6869494,2022-07-27,payment,80823.06265054716,Russia,Suspicious,262320.65919946163,4641964,Payment for services
5632,9737456,2022-06-30,credit,90069.4479832783,India,Normal,480015.4408799402,8721204,Transfer to savings
5633,2481177,2022-06-26,transfer,68417.03744942197,Russia,Normal,24756.037711707133,6347189,ATM withdrawal
5634,1166991,2022-09-07,credit,10491.53669375405,USA,Normal,852290.0919597427,1092415,Online purchase
5635,5291256,2022-09-04,debit,52303.99776770621,Germany,Normal,48443.99662902873,1569117,Loan repayment
5636,4992942,2022-11-06,credit,57267.68456388664,Germany,Normal,224438.0637884479,9639207,Payment for services
5637,5660110,2022-01-04,debit,28193.15440276575,Russia,Normal,333578.52777091466,7318182,Transfer to savings
5638,6914063,2022-09-14,transfer,99129.66773197077,Germany,Normal,625198.6006555049,2190872,ATM withdrawal
5639,9491485,2022-03-13,transfer,33569.43940637114,Germany,Normal,720061.4622284982,5210328,Online purchase
5640,8998883,2022-08-14,payment,21033.37438173298,India,Normal,80542.99718121477,7655248,Loan repayment
5641,8961813,2022-03-26,credit,11022.501504918366,Germany,Normal,43561.1393362019,3838554,Payment for services
5642,7962544,2022-04-28,transfer,37856.341074705066,India,Normal,799009.9876406859,6694090,Transfer to savings
5643,6118805,2022-02-09,payment,69264.94297768887,USA,Normal,712195.3172507359,5223703,ATM withdrawal
5644,2545329,2022-09-21,credit,23149.3951583154,China,Normal,831567.199219231,6313226,Online purchase
5645,4072753,2022-11-26,transfer,76956.7263041848,China,Normal,676570.611356998,7604905,Loan repayment
5646,1391670,2022-05-24,debit,13548.772759495494,China,Normal,751037.169129617,3526151,Payment for services
5647,5626043,2022-04-19,transfer,44052.388418547285,India,Normal,379100.47920884006,5746103,Transfer to savings
5648,8627339,2022-03-18,debit,70240.35027320303,India,Normal,590225.3019629304,7905033,ATM withdrawal
5649,2350339,2022-04-06,payment,13539.587174736893,India,Normal,805411.8036358556,3100233,Online purchase
5650,4734942,2022-03-22,payment,59788.24257739779,USA,Normal,172200.32265307647,5812339,Loan repayment
5651,9429241,2022-07-05,credit,79897.26171656638,Brazil,Normal,422880.678530109,8088854,Payment for services
5652,4850404,2022-11-05,credit,59558.93413995777,India,Normal,740515.7195030133,8690385,Transfer to savings
5653,8792590,2022-03-02,credit,51151.277793508474,India,Normal,532683.3081080089,9961878,ATM withdrawal
5654,3821105,2022-12-05,payment,83831.57232475204,China,Normal,681689.2871808789,9761215,Online purchase
5655,1926109,2022-04-28,debit,98542.18079662166,Russia,Normal,292939.90895622637,7905839,Loan repayment
5656,8659564,2022-08-01,credit,18139.482105993924,Germany,Normal,32439.21707255288,7507877,Payment for services
5657,6455249,2022-06-19,credit,69137.72066934044,Germany,Suspicious,29242.86517640072,2850229,Transfer to savings
5658,1708669,2022-02-28,payment,8074.948858410275,USA,Normal,942786.8984126946,4338729,ATM withdrawal
5659,7318499,2022-09-04,debit,4293.673987154978,Germany,Normal,944545.5899906419,9150118,Online purchase
5660,5227939,2022-12-12,transfer,28089.0888333987,Brazil,Normal,211361.21172062395,6429024,Loan repayment
5661,3307539,2022-09-03,credit,97092.2696548027,China,Normal,147550.91140514694,3730086,Payment for services
5662,3596882,2022-09-03,transfer,55224.043180380075,USA,Normal,18238.01990963157,3983135,Transfer to savings
5663,4947526,2022-04-18,transfer,26834.451682101564,Germany,Normal,231333.73062962698,3465579,ATM withdrawal
5664,8433976,2022-10-30,credit,13267.283779531828,Germany,Normal,334418.00601045816,6293432,Online purchase
5665,5650100,2022-03-24,payment,92019.13846730348,Russia,Normal,241318.50937451734,5329582,Loan repayment
5666,3998851,2022-11-28,credit,36243.03452132535,China,Normal,797404.4018921707,5497729,Payment for services
5667,4661306,2022-07-30,debit,30676.660065995955,USA,Normal,749455.5562255079,1437887,Transfer to savings
5668,1997057,2022-01-12,debit,85797.76356558052,China,Normal,81106.04327140539,1004858,ATM withdrawal
5669,4674153,2022-05-05,credit,60444.239142769955,USA,Normal,697351.8759412825,4595971,Online purchase
5670,5748584,2022-01-23,transfer,16871.924803046302,Germany,Normal,520633.06137592776,4238828,Loan repayment
5671,8303398,2022-03-07,debit,42156.83804660198,China,Normal,132252.88976422223,5990742,Payment for services
5672,3212292,2022-10-21,debit,92823.82449988973,China,Normal,739561.4769499331,8071075,Transfer to savings
5673,5370297,2022-10-31,credit,90121.3454206898,Brazil,Normal,86136.96061768517,2418656,ATM withdrawal
5674,4618313,2022-03-24,credit,7020.278174503841,Russia,Normal,177232.95073478992,2286008,Online purchase
5675,2384410,2022-03-10,payment,26868.633143334693,China,Normal,149311.55890500778,6600007,Loan repayment
5676,9674708,2022-11-19,credit,15462.394408934648,USA,Normal,939039.5008260674,9282848,Payment for services
5677,8330395,2022-09-20,credit,53385.8333086919,Brazil,Normal,698186.1876043283,2536765,Transfer to savings
5678,3048880,2022-01-21,debit,75000.83186986153,China,Normal,411344.8005718436,7161564,ATM withdrawal
5679,3469606,2022-10-21,debit,29561.3656834852,China,Normal,822221.9304337172,9733551,Online purchase
5680,4039316,2022-03-17,debit,75802.02777775831,Brazil,Normal,216037.8135813121,6413559,Loan repayment
5681,2045533,2022-01-29,transfer,66874.87015118611,Germany,Normal,931100.1697171943,3278798,Payment for services
5682,2285844,2022-03-27,debit,72824.9387186576,China,Normal,697027.6211470145,4230500,Transfer to savings
5683,5673584,2022-05-13,debit,94824.88889313229,India,Normal,559624.6829440314,5426642,ATM withdrawal
5684,1787600,2022-04-03,credit,42466.93996006241,Russia,Normal,794668.9838584578,8090167,Online purchase
5685,5501572,2022-09-22,payment,34263.3767809018,Germany,Normal,644816.5033270159,2891690,Loan repayment
5686,7961848,2022-07-27,debit,68387.88234108745,China,Normal,887120.5640829813,5121018,Payment for services
5687,6557821,2022-11-03,payment,80757.63857636425,Germany,Normal,829169.7448084147,5787634,Transfer to savings
5688,2485619,2022-10-16,debit,19152.614718010078,USA,Normal,197910.72199027473,9576631,ATM withdrawal
5689,2838524,2022-11-23,debit,84681.492085468,Germany,Normal,239739.83416431397,2596756,Online purchase
5690,1122026,2022-01-10,payment,5794.670574999149,Brazil,Normal,65190.90403426592,2974519,Loan repayment
5691,6122194,2022-12-05,credit,649.3112700811953,China,Normal,220276.8972810852,3328025,Payment for services
5692,1735053,2022-05-26,debit,15851.130669123879,Germany,Normal,343554.51605164085,5352117,Transfer to savings
5693,1562167,2022-02-13,payment,97866.93202545351,India,Normal,28924.47243697588,2959459,ATM withdrawal
5694,9700349,2022-04-21,debit,52361.302108001466,USA,Normal,315031.04995599284,6133135,Online purchase
5695,2658800,2022-08-18,transfer,4666.275477295796,USA,Normal,771568.6870431377,5355611,Loan repayment
5696,2807737,2022-11-07,transfer,99717.5966481308,Germany,Normal,840343.5652538138,2342423,Payment for services
5697,4751531,2022-08-30,transfer,74493.67637015397,Brazil,Normal,8972.402658424573,8682126,Transfer to savings
5698,8919710,2022-09-04,transfer,83802.12754436211,USA,Normal,7246.323565405763,3473038,ATM withdrawal
5699,4031301,2022-03-29,credit,21301.92324274354,Germany,Normal,146392.47754017604,6402828,Online purchase
5700,1144454,2022-04-23,transfer,10553.888929293404,Germany,Normal,872589.8030277163,4379740,Loan repayment
5701,8681556,2022-07-30,payment,51513.343422336264,USA,Normal,469331.1233272405,3872848,Payment for services
5702,1254043,2022-11-04,debit,77219.84667138143,Germany,Normal,982903.785960364,9871994,Transfer to savings
5703,5837502,2022-03-15,payment,63781.68742532657,Germany,Normal,887342.7326202247,1171622,ATM withdrawal
5704,5814647,2022-10-26,transfer,63109.62255850193,Russia,Normal,890139.1006616926,5752989,Online purchase
5705,6631213,2022-04-04,credit,75712.0374079951,India,Normal,128563.58428557724,2405700,Loan repayment
5706,5924374,2022-11-16,transfer,22709.812347095663,Germany,Normal,475281.82627778716,2947929,Payment for services
5707,2845733,2022-12-04,transfer,66155.31298828083,Russia,Suspicious,993591.238258287,2633450,Transfer to savings
5708,6800629,2022-09-19,credit,39217.145806844375,Russia,Normal,149129.3258373932,9722105,ATM withdrawal
5709,8905435,2022-05-16,credit,6984.650997180717,Germany,Normal,574276.0302728327,1135723,Online purchase
5710,5304388,2022-03-27,credit,20222.239198276096,Brazil,Normal,344345.5639538895,9848075,Loan repayment
5711,8321105,2022-12-18,credit,79402.4338830972,USA,Normal,387919.3542063532,5071529,Payment for services
5712,1473006,2022-06-25,credit,89594.11050106489,Russia,Normal,890803.424790097,8715034,Transfer to savings
5713,6584581,2022-08-21,credit,28289.35293472241,Russia,Normal,587943.7789353637,5480620,ATM withdrawal
5714,8149148,2022-11-02,debit,19044.190191188154,Brazil,Normal,758800.5117498664,1864560,Online purchase
5715,9462176,2022-10-30,transfer,2682.183179475029,China,Normal,673267.0740554915,7032464,Loan repayment
5716,8256300,2022-02-05,transfer,94770.26188479531,Brazil,Normal,529062.7890009125,7603448,Payment for services
5717,2197442,2022-04-28,credit,68388.65395427043,China,Normal,791732.0276504989,5542597,Transfer to savings
5718,2199529,2022-07-13,payment,95703.4402032656,China,Normal,970735.8326197929,2974678,ATM withdrawal
5719,2790228,2022-07-17,credit,86386.27980522579,Brazil,Normal,966822.8720003907,6470545,Online purchase
5720,8052514,2022-03-09,debit,34053.25460311386,India,Fraudulent,789473.0557932709,1362796,Loan repayment
5721,3323176,2022-02-25,payment,11277.177745093126,Brazil,Normal,487381.0227736541,1380146,Payment for services
5722,9860286,2022-01-09,debit,49910.68891806518,Russia,Normal,163242.64329528215,1961783,Transfer to savings
5723,7017004,2022-04-14,payment,2691.1116437889245,USA,Normal,44566.06192099723,2999363,ATM withdrawal
5724,5208694,2022-09-25,payment,15000.16364806353,Brazil,Normal,231521.8238691075,5349023,Online purchase
5725,1497619,2022-09-16,credit,23350.928575218204,India,Normal,340323.97379758366,9643512,Loan repayment
5726,1218547,2022-12-17,debit,66568.00314848608,Brazil,Normal,129936.63095646085,4737297,Payment for services
5727,9940203,2022-08-03,payment,50992.64862067007,India,Normal,224842.85307949097,4967112,Transfer to savings
5728,5421740,2022-03-18,debit,30248.931415718653,USA,Suspicious,83637.11001442799,1036196,ATM withdrawal
5729,8364534,2022-11-07,credit,56481.19223514208,Germany,Normal,523724.6043657725,9628418,Online purchase
5730,9353135,2022-02-19,credit,12529.012862347847,India,Normal,126405.55935442969,5590069,Loan repayment
5731,4858804,2022-04-01,credit,75573.25560059307,India,Normal,742794.3530599624,5515288,Payment for services
5732,3325452,2022-09-01,credit,71206.39352394089,Russia,Normal,332716.5131662683,4152875,Transfer to savings
5733,6212360,2022-11-11,transfer,21658.102541296135,India,Normal,672095.50793981,5833239,ATM withdrawal
5734,1928252,2022-11-04,payment,60643.09166207291,USA,Normal,882531.1831368766,3782103,Online purchase
5735,9975681,2022-01-20,transfer,50335.22740368082,China,Normal,86107.94088275671,2128628,Loan repayment
5736,1600338,2022-09-30,credit,6091.023021861476,India,Normal,989001.8873339692,2665449,Payment for services
5737,1074231,2022-09-15,payment,27822.610144445083,USA,Normal,645278.8180324987,6514215,Transfer to savings
5738,7365062,2022-03-02,payment,99948.275575345,Russia,Normal,53460.598843112246,6566397,ATM withdrawal
5739,6546686,2022-02-17,debit,9962.570754470495,Russia,Suspicious,314070.83170297433,3488177,Online purchase
5740,4526185,2022-09-04,credit,50646.066589145856,Germany,Normal,886256.5244265622,4148984,Loan repayment
5741,5145466,2022-12-04,transfer,84934.88212391156,India,Normal,596273.9810124605,1722674,Payment for services
5742,3593050,2022-03-08,debit,30072.18078178634,China,Normal,287293.64500819065,1034262,Transfer to savings
5743,4113534,2022-11-05,payment,26078.256812985113,USA,Normal,940500.5349400742,9758421,ATM withdrawal
5744,4600957,2022-10-04,transfer,89080.39723851548,Germany,Normal,787273.8451507811,7068547,Online purchase
5745,7453859,2022-01-01,credit,30489.94639868749,China,Normal,735564.9423003328,6227414,Loan repayment
5746,9905808,2022-12-14,transfer,65152.81619216667,Germany,Normal,888438.2772947021,6343101,Payment for services
5747,6124524,2022-11-29,transfer,74033.89530325495,China,Normal,769802.9667141449,1971922,Transfer to savings
5748,5377987,2022-08-09,transfer,78863.88875321743,Brazil,Normal,286809.679363543,1189725,ATM withdrawal
5749,4839973,2022-09-25,debit,99476.01613432658,Brazil,Normal,583927.6869180553,8352473,Online purchase
5750,2363864,2022-08-04,payment,80321.17505029294,Brazil,Normal,842301.9391451871,9165242,Loan repayment
5751,8536324,2022-07-09,transfer,65704.64556718456,Germany,Normal,180930.02191216263,9674376,Payment for services
5752,6421251,2022-01-23,payment,89547.40114031977,Brazil,Normal,163106.97717325308,5794669,Transfer to savings
5753,8228119,2022-12-24,debit,90575.40611753835,USA,Normal,159060.34994612282,1349241,ATM withdrawal
5754,2960220,2022-09-29,credit,97316.91410138491,USA,Normal,194335.84913505454,6274140,Online purchase
5755,4000264,2022-08-08,credit,77648.76179500384,Brazil,Normal,103320.49253165635,6594847,Loan repayment
5756,4514674,2022-04-28,transfer,19500.783786507112,China,Normal,837645.2570621698,1316062,Payment for services
5757,4073961,2022-09-04,debit,70983.51082950996,China,Normal,818336.3885754441,8460388,Transfer to savings
5758,9606776,2022-07-15,credit,7522.09287996541,Germany,Suspicious,151453.8549599091,3128351,ATM withdrawal
5759,1148178,2022-06-29,debit,31803.113162260193,China,Normal,705566.6229926749,6966599,Online purchase
5760,9446731,2022-10-29,debit,11589.59295645519,India,Normal,627012.8616540286,2095063,Loan repayment
5761,3208977,2022-12-23,transfer,94994.76126268513,China,Normal,276266.64618580014,2729843,Payment for services
5762,2217309,2022-10-22,transfer,33882.023681313956,USA,Normal,227445.69684995015,9139053,Transfer to savings
5763,4370698,2022-02-20,debit,71324.43248786054,Russia,Normal,250660.79668989388,5761872,ATM withdrawal
5764,9344854,2022-08-06,debit,57136.13039425487,China,Normal,730657.545046057,1481812,Online purchase
5765,8315664,2022-03-10,transfer,10760.066191583113,Germany,Normal,319385.13463381684,4145726,Loan repayment
5766,6132928,2022-05-11,debit,56138.83134360894,China,Normal,278031.4816897117,5366813,Payment for services
5767,7874399,2022-09-02,transfer,66105.74410705305,Germany,Normal,22578.851758662015,2757701,Transfer to savings
5768,6860616,2022-04-30,payment,88152.91055878982,India,Normal,908245.670127144,5090597,ATM withdrawal
5769,3275598,2022-02-12,debit,7017.863385490125,Brazil,Normal,752728.874064516,2848263,Online purchase
5770,5892571,2022-05-26,transfer,29570.442169833088,India,Normal,472836.3974391398,4026989,Loan repayment
5771,5491260,2022-11-03,debit,69237.17098182213,USA,Normal,942932.6276585372,4126880,Payment for services
5772,9779116,2022-10-06,transfer,3442.820270822469,Russia,Normal,293602.8585542447,8460558,Transfer to savings
5773,6948491,2022-07-29,debit,20363.310083185315,India,Normal,674737.5726788299,2529288,ATM withdrawal
5774,1036160,2022-05-12,credit,21874.852936502764,India,Normal,305219.8626409565,5420030,Online purchase
5775,1019156,2022-04-07,credit,66935.94801322964,USA,Normal,314640.9682763963,9636794,Loan repayment
5776,8416240,2022-01-03,debit,28603.208340749992,USA,Normal,844724.6957985983,9082054,Payment for services
5777,3570348,2022-12-30,credit,59963.57026939314,Brazil,Normal,787043.2512604852,2017339,Transfer to savings
5778,3562688,2022-01-04,debit,96535.19118316396,Brazil,Normal,294178.01991428307,1217691,ATM withdrawal
5779,7964745,2022-10-23,debit,79326.36577030338,China,Normal,81481.37671502715,8848590,Online purchase
5780,6474106,2022-09-25,payment,33296.95143640416,Germany,Normal,357648.3811772394,4053477,Loan repayment
5781,8795807,2022-03-02,payment,47245.272884248036,USA,Normal,760081.5297317668,3954631,Payment for services
5782,5914005,2022-09-24,credit,20075.38347107928,India,Normal,100634.30674888803,2232623,Transfer to savings
5783,1881809,2022-01-04,payment,1581.8438302419481,India,Normal,672133.6546367801,4550391,ATM withdrawal
5784,5499311,2022-07-12,payment,28978.642658504577,Brazil,Normal,889774.2835879134,4023457,Online purchase
5785,7356895,2022-12-02,debit,36947.16703438177,Germany,Normal,179309.2328894866,9896896,Loan repayment
5786,4808282,2022-04-16,transfer,56441.07362011835,USA,Normal,862218.1038537752,2041101,Payment for services
5787,1645649,2022-12-19,debit,94407.22425988034,Brazil,Normal,51458.74606864536,3673750,Transfer to savings
5788,9601594,2022-06-11,payment,94785.72878645264,Germany,Normal,666913.5700647543,9402691,ATM withdrawal
5789,7125488,2022-07-29,debit,7019.128902940282,USA,Normal,791059.8164838352,4086977,Online purchase
5790,9418385,2022-07-05,credit,61468.421496321724,India,Normal,444821.6410475663,1044235,Loan repayment
5791,4402155,2022-02-24,transfer,4244.8415622767325,India,Normal,203808.32194403218,2370134,Payment for services
5792,4827271,2022-03-21,payment,64811.626670822196,Brazil,Normal,924737.0259536153,9775274,Transfer to savings
5793,5614965,2022-08-07,payment,11779.129196891909,Germany,Normal,20066.871716308506,8515636,ATM withdrawal
5794,1198110,2022-11-30,debit,94640.81847395982,India,Normal,555115.7221066095,9451665,Online purchase
5795,5079430,2022-10-27,debit,86435.22486707155,Germany,Normal,372912.1237641617,1274354,Loan repayment
5796,9803235,2022-05-10,debit,2242.6597670327965,Brazil,Normal,461111.0897614976,5825246,Payment for services
5797,4732517,2022-05-14,debit,78215.35112854105,China,Normal,536611.3997732679,7245689,Transfer to savings
5798,4291066,2022-10-02,payment,63593.352745889395,Germany,Normal,534795.1474042821,9035318,ATM withdrawal
5799,8764461,2022-08-05,debit,49541.965371531565,Russia,Normal,203703.30139005638,7703065,Online purchase
5800,9119550,2022-10-17,payment,60267.42233038132,Germany,Normal,679734.3526677532,1686347,Loan repayment
5801,9336562,2022-07-07,debit,67828.22354570912,Brazil,Normal,19246.376363026902,6886584,Payment for services
5802,5753954,2022-11-10,transfer,88446.9029812957,Russia,Normal,21281.975803435434,5147874,Transfer to savings
5803,7605188,2022-05-22,transfer,76738.0925276641,China,Normal,478539.4925441821,1917455,ATM withdrawal
5804,2699547,2022-12-15,debit,57542.028154805754,India,Normal,541948.6899822488,2471972,Online purchase
5805,5400131,2022-07-23,debit,82463.3199178934,USA,Normal,274961.9927520904,1537929,Loan repayment
5806,7494374,2022-04-15,credit,98692.42642079499,Brazil,Normal,551720.3660734708,5203725,Payment for services
5807,8638483,2022-07-31,transfer,30025.200269120538,USA,Normal,516157.62206229154,7011908,Transfer to savings
5808,9731032,2022-10-10,payment,11850.885194886632,China,Normal,349285.63271716755,6279497,ATM withdrawal
5809,3940107,2022-10-13,transfer,73147.51158826289,Russia,Normal,651809.4590814621,1273560,Online purchase
5810,3050241,2022-09-05,payment,97859.84742795919,China,Normal,957941.4228251146,8898092,Loan repayment
5811,5934349,2022-04-02,debit,11679.425061034734,Germany,Normal,490853.614155693,7104818,Payment for services
5812,2156245,2022-07-09,transfer,43176.40872824413,USA,Normal,786072.1541990527,4006140,Transfer to savings
5813,5926622,2022-10-14,transfer,6236.141542150365,USA,Normal,247671.80391663234,7504659,ATM withdrawal
5814,1158998,2022-10-12,credit,77655.42895765127,China,Normal,761974.3984481306,7384928,Online purchase
5815,4762853,2022-09-05,credit,94871.38448455404,Russia,Normal,648941.0639065441,9396977,Loan repayment
5816,5050230,2022-05-10,transfer,49904.42550365547,USA,Normal,639733.810150311,2144708,Payment for services
5817,7184398,2022-06-07,transfer,40958.019514546315,India,Normal,893046.0369081834,6068764,Transfer to savings
5818,9206336,2022-10-23,transfer,90772.82513481959,China,Normal,233426.91992675647,1786449,ATM withdrawal
5819,6170310,2022-06-26,payment,13347.50504781849,Germany,Normal,368513.272079233,1187386,Online purchase
5820,5461918,2022-12-28,debit,89159.5153043878,Germany,Normal,83159.15026528462,4344161,Loan repayment
5821,2808516,2022-07-23,credit,39218.67902010873,Germany,Normal,726147.3647715353,2854553,Payment for services
5822,1956011,2022-03-12,debit,55945.047171666156,USA,Normal,843882.8985710818,2711184,Transfer to savings
5823,4657905,2022-12-04,credit,52833.92759177962,China,Normal,405892.92028143984,2597609,ATM withdrawal
5824,4761509,2022-03-02,credit,61601.7576493004,Germany,Suspicious,356891.13578641263,9178559,Online purchase
5825,5110993,2022-04-28,credit,94212.91014261283,China,Normal,658685.9906709419,2006450,Loan repayment
5826,9681921,2022-08-17,transfer,95113.1919564151,USA,Suspicious,75682.90174325801,2940957,Payment for services
5827,2717355,2022-12-25,credit,83116.51523369692,India,Normal,293912.5119467001,8659825,Transfer to savings
5828,6048336,2022-03-24,debit,19162.492263009564,India,Normal,366276.1772553302,1694643,ATM withdrawal
5829,7848829,2022-02-21,credit,33358.29727560205,India,Normal,518638.42500234896,8791166,Online purchase
5830,5900318,2022-04-20,debit,48787.60677695192,USA,Normal,476621.5625470625,1391749,Loan repayment
5831,8970043,2022-09-18,credit,90547.03932745806,Germany,Normal,208759.55473234938,2423752,Payment for services
5832,9521722,2022-07-25,credit,52091.273736382725,USA,Normal,540833.7950759461,8775377,Transfer to savings
5833,5685942,2022-06-23,transfer,97743.7921102331,China,Normal,925876.104017681,1360448,ATM withdrawal
5834,7849221,2022-10-09,debit,98384.27875520488,India,Normal,27185.181508100166,5658300,Online purchase
5835,6583161,2022-11-11,credit,59862.44010370364,China,Normal,680338.5417474321,9920099,Loan repayment
5836,4968178,2022-12-23,credit,87750.75900138564,USA,Normal,624746.5563595826,6161201,Payment for services
5837,1139133,2022-12-17,debit,99922.27897526966,Brazil,Normal,924434.512016191,8044815,Transfer to savings
5838,4809697,2022-12-28,credit,84973.15463694176,Brazil,Suspicious,645380.4059130411,9924098,ATM withdrawal
5839,8637547,2022-01-27,payment,65694.53220849359,USA,Normal,624880.2282097953,1769837,Online purchase
5840,1270001,2022-03-24,transfer,84514.90121679429,Germany,Normal,769828.6795322304,8916009,Loan repayment
5841,5617631,2022-07-19,debit,8274.679628364209,Russia,Fraudulent,267879.16822477826,3183932,Payment for services
5842,2399298,2022-11-22,transfer,63485.78353980863,China,Normal,595772.6892059939,4527623,Transfer to savings
5843,5147413,2022-01-03,payment,21660.03800317816,USA,Normal,519469.1672509097,1576081,ATM withdrawal
5844,6857109,2022-02-16,payment,11615.204428560897,USA,Normal,438528.659404308,1405501,Online purchase
5845,1782409,2022-03-16,payment,89288.1965202869,Brazil,Normal,79579.21865272388,4735452,Loan repayment
5846,8876146,2022-08-30,debit,63968.0979263678,India,Normal,292699.59512704005,8498724,Payment for services
5847,1713391,2022-11-04,payment,24362.21912673315,India,Normal,280053.71581877046,5212523,Transfer to savings
5848,6755536,2022-08-11,debit,38684.361951037456,Russia,Normal,724278.5320682846,8595868,ATM withdrawal
5849,1337164,2022-02-15,debit,97327.92176988565,Germany,Normal,920664.0695969139,4817283,Online purchase
5850,8869815,2022-02-02,credit,86219.58346743407,Germany,Normal,230864.14415456093,4750601,Loan repayment
5851,3763779,2022-05-15,debit,1568.023732096592,Russia,Normal,74716.47649743677,9253525,Payment for services
5852,3858214,2022-04-24,payment,97980.3015032831,Germany,Normal,999956.9586733333,7791944,Transfer to savings
5853,3234967,2022-07-09,debit,36859.26203991227,Brazil,Normal,691236.2096010414,5613591,ATM withdrawal
5854,3020880,2022-02-10,debit,69544.86241693262,USA,Normal,886482.1999055585,5505969,Online purchase
5855,7919219,2022-11-08,transfer,71270.52969527326,Germany,Normal,143965.02792220988,6864353,Loan repayment
5856,5243780,2022-01-20,payment,91169.32672634567,Brazil,Normal,800787.964313257,9926272,Payment for services
5857,4893193,2022-07-16,debit,88507.23701159943,China,Normal,813342.4136135014,4133831,Transfer to savings
5858,6681868,2022-07-25,credit,28180.141849051597,USA,Normal,151573.7770980101,7129669,ATM withdrawal
5859,2255959,2022-11-11,debit,64357.11247379023,Russia,Normal,161488.03967608634,9890164,Online purchase
5860,3113687,2022-12-02,debit,39376.60523867115,China,Normal,295521.67100018886,1074165,Loan repayment
5861,7620090,2022-09-24,transfer,52559.118208607375,India,Normal,216865.76889097618,7409332,Payment for services
5862,2619426,2022-05-27,payment,55472.30575823956,India,Normal,975412.3670657882,4966918,Transfer to savings
5863,8005351,2022-12-31,payment,39640.38114864536,USA,Normal,363007.53925307083,1062560,ATM withdrawal
5864,8570095,2022-11-02,credit,46394.76310383827,Germany,Normal,761330.2811260303,1495487,Online purchase
5865,3138421,2022-01-30,credit,20842.14336942191,USA,Normal,805070.2984023243,4378485,Loan repayment
5866,6023198,2022-03-31,credit,60768.561862314564,Germany,Normal,386002.2930659591,5888737,Payment for services
5867,9673899,2022-11-24,debit,75898.39194612164,Russia,Normal,682617.2957269072,5248114,Transfer to savings
5868,2649959,2022-09-11,debit,42979.82300028622,India,Normal,107889.36088163752,2361538,ATM withdrawal
5869,8059916,2022-08-13,credit,97768.23201952483,USA,Normal,397022.35527678777,6324608,Online purchase
5870,3188077,2022-01-06,payment,5732.068477072741,USA,Normal,967313.9290288903,5740861,Loan repayment
5871,5784973,2022-04-14,payment,58920.176567903975,Russia,Normal,168613.8008482123,3252116,Payment for services
5872,4769484,2022-12-03,credit,58364.24133664177,Germany,Normal,385772.7335701612,5239879,Transfer to savings
5873,2290906,2022-09-23,transfer,3639.2648782908373,India,Normal,790542.4577410433,6623211,ATM withdrawal
5874,2435367,2022-05-27,payment,22464.771538049823,India,Normal,665456.7125849691,7144825,Online purchase
5875,9312048,2022-04-10,payment,90555.20293912005,Germany,Normal,631555.4497142411,8376218,Loan repayment
5876,4246849,2022-01-18,credit,54455.95932047529,Russia,Normal,853272.1335964882,4571542,Payment for services
5877,9654584,2022-11-03,payment,43644.22363803837,Germany,Normal,29190.93363939518,7173831,Transfer to savings
5878,2605196,2022-09-19,debit,41555.48958922851,Russia,Normal,771187.2517451739,5161852,ATM withdrawal
5879,6387059,2022-09-22,debit,88817.20159369073,Germany,Normal,882560.7843118967,6302007,Online purchase
5880,2045851,2022-12-24,payment,36709.447250402365,India,Suspicious,16272.860048447206,2549309,Loan repayment
5881,9466602,2022-04-29,debit,85918.09456400252,India,Normal,559007.0548121948,2590347,Payment for services
5882,3664921,2022-11-11,transfer,30926.168004951927,USA,Normal,348653.6263621095,8489955,Transfer to savings
5883,2434730,2022-03-28,payment,53155.083410439314,Russia,Normal,50857.63254266137,6362533,ATM withdrawal
5884,5071650,2022-12-12,credit,14390.53875589552,India,Normal,417806.3445062116,7867346,Online purchase
5885,5354489,2022-01-19,debit,82504.78092122203,Russia,Normal,644065.7381577687,7543377,Loan repayment
